平均相對濕度(百分比) - 大埔(元洲仔公園)
Mean Relative Humidity (%) - Tai Po(Yuen Chau Tsai Park)
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2022,7,14,75,C
2022,7,15,77,C
2022,7,16,78,C
2022,7,17,75,C
2022,7,18,76,C
2022,7,19,79,C
2022,7,20,81,C
2022,7,21,81,C
2022,7,22,72,C
2022,7,23,75,C
2022,7,24,73,C
2022,7,25,75,C
2022,7,26,75,C
2022,7,27,72,C
2022,7,28,74,C
2022,7,29,73,C
2022,7,30,87,C
2022,7,31,78,C
2022,8,1,73,C
2022,8,2,79,C
2022,8,3,89,C
2022,8,4,96,C
2022,8,5,97,C
2022,8,6,91,C
2022,8,7,82,C
2022,8,8,91,C
2022,8,9,93,C
2022,8,10,90,C
2022,8,11,93,C
2022,8,12,98,C
2022,8,13,90,C
2022,8,14,88,C
2022,8,15,81,C
2022,8,16,81,C
2022,8,17,91,C
2022,8,18,91,C
2022,8,19,89,C
2022,8,20,86,C
2022,8,21,87,C
2022,8,22,77,C
2022,8,23,79,C
2022,8,24,78,C
2022,8,25,90,C
2022,8,26,88,C
2022,8,27,79,C
2022,8,28,83,C
2022,8,29,84,C
2022,8,30,83,C
2022,8,31,81,C
2022,9,1,86,C
2022,9,2,69,C
2022,9,3,57,C
2022,9,4,59,C
2022,9,5,58,C
2022,9,6,68,C
2022,9,7,86,C
2022,9,8,71,C
2022,9,9,58,C
2022,9,10,78,C
2022,9,11,77,C
2022,9,12,68,C
2022,9,13,60,C
2022,9,14,53,C
2022,9,15,63,C
2022,9,16,71,C
2022,9,17,74,C
2022,9,18,81,C
2022,9,19,83,C
2022,9,20,87,C
2022,9,21,73,C
2022,9,22,77,C
2022,9,23,83,C
2022,9,24,75,C
2022,9,25,74,C
2022,9,26,77,C
2022,9,27,75,C
2022,9,28,76,C
2022,9,29,82,C
2022,9,30,94,C
2022,10,1,90,C
2022,10,2,86,C
2022,10,3,82,C
2022,10,4,82,C
2022,10,5,81,C
2022,10,6,77,C
2022,10,7,78,C
2022,10,8,79,C
2022,10,9,69,C
2022,10,10,50,C
2022,10,11,48,C
2022,10,12,53,C
2022,10,13,61,C
2022,10,14,68,C
2022,10,15,60,C
2022,10,16,45,C
2022,10,17,45,C
2022,10,18,66,C
2022,10,19,54,C
2022,10,20,67,C
2022,10,21,70,C
2022,10,22,72,C
2022,10,23,76,C
2022,10,24,73,C
2022,10,25,67,C
2022,10,26,68,C
2022,10,27,72,C
2022,10,28,71,C
2022,10,29,65,C
2022,10,30,56,C
2022,10,31,49,C
2022,11,1,63,C
2022,11,2,90,C
2022,11,3,97,C
2022,11,4,89,C
2022,11,5,83,C
2022,11,6,89,C
2022,11,7,90,C
2022,11,8,90,C
2022,11,9,83,C
2022,11,10,82,C
2022,11,11,82,C
2022,11,12,86,C
2022,11,13,86,C
2022,11,14,81,C
2022,11,15,82,C
2022,11,16,83,C
2022,11,17,85,C
2022,11,18,87,C
2022,11,19,84,C
2022,11,20,81,C
2022,11,21,83,C
2022,11,22,92,C
2022,11,23,97,C
2022,11,24,96,C
2022,11,25,94,C
2022,11,26,94,C
2022,11,27,93,C
2022,11,28,95,C
2022,11,29,90,C
2022,11,30,86,C
2022,12,1,72,C
2022,12,2,67,C
2022,12,3,73,C
2022,12,4,74,C
2022,12,5,65,C
2022,12,6,68,C
2022,12,7,71,C
2022,12,8,75,C
2022,12,9,70,C
2022,12,10,61,C
2022,12,11,59,C
2022,12,12,59,C
2022,12,13,70,C
2022,12,14,93,C
2022,12,15,95,C
2022,12,16,95,C
2022,12,17,60,C
2022,12,18,25,C
2022,12,19,50,C
2022,12,20,71,C
2022,12,21,51,C
2022,12,22,37,C
2022,12,23,48,C
2022,12,24,57,C
2022,12,25,68,C
2022,12,26,70,C
2022,12,27,78,C
2022,12,28,70,C
2022,12,29,57,C
2022,12,30,64,C
2022,12,31,67,C
2023,1,1,67,C
2023,1,2,69,C
2023,1,3,71,C
2023,1,4,77,C
2023,1,5,81,C
2023,1,6,66,C
2023,1,7,64,C
2023,1,8,68,C
2023,1,9,78,C
2023,1,10,96,C
2023,1,11,92,C
2023,1,12,94,C
2023,1,13,98,C
2023,1,14,92,C
2023,1,15,78,C
2023,1,16,62,C
2023,1,17,69,C
2023,1,18,57,C
2023,1,19,61,C
2023,1,20,62,C
2023,1,21,81,C
2023,1,22,86,C
2023,1,23,89,C
2023,1,24,49,C
2023,1,25,46,#
2023,1,26,***,
2023,1,27,32,#
2023,1,28,29,C
2023,1,29,36,C
2023,1,30,49,C
2023,1,31,69,C
2023,2,1,79,C
2023,2,2,85,C
2023,2,3,77,C
2023,2,4,83,C
2023,2,5,87,C
2023,2,6,91,C
2023,2,7,90,C
2023,2,8,86,C
2023,2,9,88,C
2023,2,10,91,C
2023,2,11,95,C
2023,2,12,97,C
2023,2,13,93,C
2023,2,14,63,C
2023,2,15,61,C
2023,2,16,62,C
2023,2,17,71,C
2023,2,18,77,C
2023,2,19,75,C
2023,2,20,66,C
2023,2,21,70,C
2023,2,22,65,C
2023,2,23,72,C
2023,2,24,67,C
2023,2,25,56,C
2023,2,26,60,C
2023,2,27,65,#
2023,2,28,74,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
