ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (September 2022)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk ()."
			
Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
,09,4,5,5,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4
,10,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5
,11,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
,12,6,6,6,5,6,6,6,5,6,6,5,6,6,6,6,6,6,5
,13,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,14,8,7,7,6,7,7,7,6,6,6,7,7,7,7,6,7,7,6
,15,8,8,7,7,7,7,7,6,6,7,8,7,7,7,6,8,7,6
,16,8,8,7,7,7,7,7,7,6,8,8,8,7,7,6,8,7,7
,17,7,8,7,7,7,7,7,7,6,9,8,7,7,7,6,8,7,7
,18,7,8,7,7,7,7,7,6,7,8,8,6,7,6,6,7,7,7
,19,7,7,6,6,7,7,6,6,6,8,7,6,6,6,6,7,7,6
,20,6,7,6,6,6,6,6,6,6,6,7,6,6,6,5,7,6,6
,21,6,6,6,6,5,5,5,5,5,6,6,5,5,5,5,6,6,6
,22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
,23,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5
,24,5,4,4,4,5,4,4,4,4,5,5,4,4,4,4,5,4,4
,Daily Max,8,8,7,7,7,7,7,7,7,9,8,8,7,7,6,8,7,7
2022-09-04,01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,02,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4
,03,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4
,04,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4
,05,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,3,3
,06,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3
,07,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,3
,08,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4
,09,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4
,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,11,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,12,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,4
,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,14,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5
,15,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5
,16,5,5,5,5,5,5,5,5,5,6,7,5,5,5,5,6,5,5
,17,5,5,5,5,5,5,5,5,5,6,7,5,5,5,5,5,5,5
,18,6,6,5,5,5,5,5,5,5,6,7,5,5,5,5,6,5,5
,19,6,6,5,5,6,5,5,5,5,6,6,5,5,5,5,6,6,5
,20,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,6,6,5
,21,6,6,5,5,5,5,5,4,5,5,5,5,4,5,4,6,5,5
,22,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,6,5,5
,23,5,4,5,4,4,4,4,4,4,4,5,4,4,3,4,5,4,4
,24,4,3,4,4,4,4,3,4,4,4,5,3,3,3,3,5,4,4
,Daily Max,6,6,5,5,6,5,5,5,5,6,7,5,5,5,5,6,6,5
2022-09-05,01,4,3,4,4,4,3,3,3,4,4,4,3,3,3,3,4,4,4
,02,4,3,4,3,4,3,3,3,4,4,3,3,3,3,3,4,4,4
,03,4,3,4,3,4,3,3,3,4,4,3,3,3,2,3,4,3,4
,04,4,3,4,3,4,3,3,3,4,4,2,3,3,2,3,3,3,4
,05,4,3,4,3,4,3,3,3,4,4,2,3,3,2,3,3,3,3
,06,4,3,4,3,4,3,3,3,4,4,2,3,3,2,3,3,3,3
,07,4,3,4,3,4,3,3,3,3,4,2,3,3,2,3,3,3,3
,08,4,3,4,3,4,4,3,3,3,4,2,3,3,2,3,4,4,3
,09,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4
,10,5,4,4,4,4,4,4,5,4,4,3,3,4,4,4,5,5,4
,11,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
,12,6,5,6,5,5,5,5,5,6,6,5,3,6,6,6,6,6,5
,13,7,6,6,6,6,6,6,6,7,8,7,6,6,6,6,6,6,6
,14,7,7,7,6,7,7,7,7,8,8,8,7,7,7,7,7,7,6
,15,9,8,8,7,8,7,7,7,8,9,9,8,8,7,7,8,8,7
,16,10,10,8,8,9,8,8,8,7,10,10,8,8,7,7,9,9,8
,17,10,10,9,9,10,8,8,9,7,10,10,8,8,7,7,10,10,9
,18,10,10,10,10,10,7,7,9,7,10,10,7,8,7,6,10,10,9
,19,10,10,10,10,7,7,7,10,7,9,9,7,7,6,6,10,9,8
,20,9,9,9,9,7,6,6,9,7,8,8,6,6,6,5,9,8,7
,21,7,7,8,8,6,6,5,8,6,7,7,5,5,5,4,7,7,6
,22,6,6,7,6,6,5,5,6,5,6,5,5,5,5,4,6,6,6
,23,6,5,6,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5
,24,5,4,5,5,5,5,4,4,4,5,3,4,4,4,3,4,5,5
,Daily Max,10,10,10,10,10,8,8,10,8,10,10,8,8,7,7,10,10,9
2022-09-06,01,5,4,5,4,5,4,4,4,4,5,3,4,4,4,3,4,4,5
,02,5,4,5,4,4,4,4,4,4,4,3,3,4,3,3,4,4,5
,03,5,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4
,04,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4
,05,5,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4
,06,5,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4
,07,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4
,08,4,3,4,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4
,09,5,3,5,4,5,4,4,4,4,4,3,4,3,4,3,4,4,5
,10,5,4,5,5,5,5,4,4,5,5,3,4,4,4,4,5,5,5
,11,6,4,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6,5
,12,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6
,13,7,6,6,6,7,7,7,6,7,8,7,7,7,6,7,7,6,6
,14,7,7,6,6,7,7,7,6,7,8,7,7,7,6,8,6,6,6
,15,7,6,6,6,6,6,7,6,7,8,7,7,6,6,7,6,6,6
,16,7,6,6,6,6,6,6,6,7,8,7,6,6,6,7,6,6,7
,17,7,6,6,6,7,6,6,6,6,7,6,7,6,6,7,6,6,7
,18,7,6,6,6,7,6,6,6,6,7,6,7,7,6,7,6,6,7
,19,7,6,7,6,6,6,6,6,6,6,6,7,7,6,7,6,6,7
,20,7,7,7,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6
,21,7,7,7,6,7,6,6,6,6,6,6,7,7,6,7,7,7,6
,22,8,7,7,6,7,6,6,6,6,6,6,7,7,7,7,7,7,6
,23,7,7,7,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6
,24,6,6,6,5,6,5,6,5,6,6,6,6,6,6,5,6,6,5
,Daily Max,8,7,7,6,7,7,7,6,7,8,7,7,7,7,8,7,7,7
2022-09-07,01,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,5,5
,02,5,5,5,4,4,4,4,4,5,5,4,5,5,5,,4,4,4
,03,5,5,5,4,4,4,4,4,4,5,4,4,4,4,,4,4,4
,04,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,05,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4
,06,4,4,4,3,4,3,3,4,4,4,3,4,3,4,4,4,4,4
,07,4,4,4,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4
,08,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3
,09,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4
,10,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4
,11,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4
,12,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,13,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,14,5,4,5,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5
,15,5,5,5,5,5,4,4,5,4,4,4,4,5,4,5,5,5,5
,16,5,5,5,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5
,17,5,5,5,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5
,18,5,5,5,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5
,19,5,5,5,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5
,20,5,5,5,5,4,4,4,4,4,4,4,5,5,4,5,5,5,5
,21,5,4,5,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5
,22,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,24,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4
,Daily Max,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5
2022-09-08,01,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4
,02,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,4,5
,03,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,4,4
,04,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,4,4
,05,4,4,4,3,4,3,3,4,3,3,3,4,4,3,4,4,4,4
,06,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3
,07,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,4,4,3
,08,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4
,09,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3,4,4,4
,10,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4
,11,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4
,13,5,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4
,14,5,4,5,4,4,4,4,4,4,5,5,4,4,4,5,5,4,5
,15,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5
,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,17,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
,18,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
,19,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
,20,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5
,21,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5
,22,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5
,23,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5
,24,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5
,Daily Max,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2022-09-09,01,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5
,02,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,4,5,5
,03,5,5,5,5,5,5,5,4,4,5,3,4,4,4,4,4,5,5
,04,5,4,5,5,5,5,4,4,4,5,3,4,4,4,4,4,4,5
,05,5,4,5,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4
,06,4,4,5,4,5,4,4,4,3,4,2,4,4,3,4,4,4,5
,07,4,4,4,4,5,4,4,4,3,4,2,3,4,3,4,4,4,5
,08,5,4,5,4,5,4,4,4,3,4,2,3,3,3,3,4,4,5
,09,5,4,5,5,5,4,4,4,4,4,2,4,3,3,3,4,5,5
,10,5,5,5,5,5,5,5,4,4,5,3,5,4,4,4,5,5,5
,11,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6
,12,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
,13,7,6,6,6,7,6,6,7,7,7,6,7,7,7,7,6,6,7
,14,7,7,7,6,7,7,7,7,8,7,7,8,7,8,7,7,7,7
,15,8,7,7,6,7,7,7,6,9,8,7,9,8,9,7,7,7,7
,16,8,7,7,7,8,7,8,6,9,9,7,9,7,10,7,7,7,7
,17,8,7,7,7,8,7,8,7,10,9,8,10,7,10,7,7,7,7
,18,8,7,7,6,8,7,7,6,9,9,7,9,7,9,7,7,7,7
,19,7,7,7,6,7,7,7,6,8,8,7,8,7,8,7,6,6,7
,20,7,7,7,6,7,6,6,6,7,7,6,7,6,7,7,6,6,7
,21,7,6,7,6,7,6,6,6,6,7,4,6,6,7,6,6,6,7
,22,7,5,7,6,7,6,5,6,6,6,4,6,6,6,6,6,6,6
,23,7,5,7,6,7,6,5,6,6,6,3,6,6,6,5,6,6,6
,24,7,5,6,6,6,6,5,6,5,6,3,6,5,6,5,6,6,6
,Daily Max,8,7,7,7,8,7,8,7,10,9,8,10,8,10,7,7,7,7
2022-09-10,01,7,5,6,6,6,6,5,6,5,6,3,6,5,6,5,6,6,6
,02,7,5,6,6,6,5,5,5,5,6,3,5,5,5,4,6,6,6
,03,6,5,6,5,6,5,5,5,5,6,3,5,5,5,4,6,6,5
,04,6,5,6,5,6,5,5,5,5,5,3,5,4,5,3,6,5,5
,05,6,5,6,5,6,5,5,5,5,5,2,5,4,5,3,5,5,5
,06,6,4,6,5,6,5,5,4,5,5,3,5,4,5,3,5,5,5
,07,6,4,5,5,6,5,5,4,5,5,2,5,4,5,3,5,5,5
,08,6,4,5,5,6,5,4,5,5,5,2,5,4,5,3,5,5,5
,09,6,5,6,5,6,5,5,5,5,5,3,5,4,5,4,5,5,5
,10,6,5,6,5,6,5,5,5,5,5,3,5,5,5,5,5,5,5
,11,6,5,6,5,6,5,5,5,6,6,4,6,6,6,5,5,6,6
,12,6,6,6,5,6,6,6,5,6,6,5,6,6,6,6,5,6,6
,13,6,6,6,5,6,6,6,5,7,7,6,6,6,6,6,6,6,6
,14,6,6,6,5,7,6,7,5,8,8,6,6,6,6,6,6,6,6
,15,6,6,6,5,7,7,7,5,8,8,6,6,6,6,6,6,6,6
,16,6,6,6,6,6,7,7,6,7,8,6,6,6,6,6,6,6,6
,17,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6
,18,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6
,19,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
,20,6,5,6,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6
,21,6,4,6,5,6,6,5,5,6,6,4,5,5,5,5,6,5,6
,22,6,4,6,5,6,5,5,5,5,6,4,5,5,5,5,6,5,6
,23,6,3,6,5,5,5,5,5,5,6,4,4,5,4,4,5,5,5
,24,6,3,5,5,5,5,5,5,5,5,3,4,4,4,4,5,5,5
,Daily Max,7,6,6,6,7,7,7,6,8,8,6,6,6,6,6,6,6,6
2022-09-11,01,6,3,5,5,5,5,5,4,5,5,3,4,4,4,3,5,5,5
,02,6,3,5,5,5,5,4,4,4,5,3,4,4,4,3,5,5,5
,03,6,3,5,5,5,5,4,4,4,5,3,3,4,4,3,5,5,5
,04,6,3,5,5,5,5,4,4,4,5,2,3,4,3,3,5,5,5
,05,6,3,5,5,5,4,4,4,4,5,2,3,3,3,3,4,5,4
,06,6,3,5,4,5,4,4,4,4,5,2,3,3,3,3,4,5,4
,07,6,3,5,4,5,4,4,4,4,5,2,3,3,3,3,4,4,4
,08,6,3,5,4,5,4,4,4,4,4,3,3,3,3,3,4,5,4
,09,5,4,5,4,5,4,4,4,4,5,3,3,4,3,4,5,5,5
,10,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,5
,11,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
,12,6,6,6,5,5,5,5,5,6,6,5,5,5,6,6,6,6,5
,13,6,6,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5
,14,7,6,7,6,6,6,6,6,7,7,6,7,6,7,7,7,6,6
,15,8,6,7,7,7,6,7,7,8,8,6,7,7,8,7,7,7,6
,16,8,6,7,8,7,6,7,7,8,8,7,8,7,8,7,7,7,6
,17,8,6,7,8,7,7,7,7,9,9,8,8,7,9,7,7,7,7
,18,8,6,7,8,7,6,7,7,9,9,8,8,7,9,7,6,6,7
,19,7,6,7,7,7,6,7,7,9,8,7,7,7,9,6,6,6,7
,20,7,6,6,6,6,6,6,6,8,7,5,6,6,8,5,6,6,6
,21,6,5,6,6,6,5,5,6,6,6,5,6,5,7,4,5,5,6
,22,6,4,6,5,5,5,5,5,5,6,4,5,5,6,4,5,5,5
,23,6,4,6,5,5,5,5,5,5,5,4,4,4,6,3,5,5,5
,24,6,3,5,5,5,4,4,5,4,5,4,4,4,5,3,5,5,5
,Daily Max,8,6,7,8,7,7,7,7,9,9,8,8,7,9,7,7,7,7
2022-09-12,01,6,3,5,5,4,4,4,4,4,5,4,4,3,5,3,5,5,5
,02,6,3,5,5,4,4,4,4,4,5,3,4,3,5,3,4,5,4
,03,6,3,5,4,4,3,4,4,4,5,3,3,3,4,3,4,4,4
,04,5,3,5,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4
,05,5,3,5,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4
,06,4,3,4,4,4,3,4,3,3,4,3,3,4,3,3,4,4,4
,07,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,4,4,4
,08,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,4,4,4
,09,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4
,10,5,5,5,4,5,4,5,5,5,5,3,4,4,4,5,5,5,5
,11,6,6,6,5,5,5,5,5,6,6,5,5,5,5,6,5,6,5
,12,7,7,6,6,6,6,6,6,7,7,6,7,6,7,7,6,6,6
,13,8,8,7,7,8,7,8,7,8,8,8,8,7,8,8,7,7,7
,14,9,10,8,7,9,8,9,8,8,9,9,8,8,8,8,8,8,8
,15,10,10,9,8,10,9,10,9,8,10,10,8,9,8,8,9,9,9
,16,10,10,10,9,10,9,10,10,9,10,10,8,9,8,8,10,10,10
,17,10,10,10,10,10,9,10,10,8,10,10,8,9,8,8,10,10,10
,18,10,10,10,10,10,9,10,10,8,9,8,8,8,7,7,10,9,9
,19,10,10,10,10,10,8,8,10,7,9,7,7,7,6,8,10,9,9
,20,9,10,10,10,9,7,7,10,7,8,5,7,7,6,8,9,8,8
,21,8,8,8,8,8,6,6,9,6,7,5,6,6,5,7,8,7,8
,22,7,6,7,7,8,6,5,7,6,7,4,6,6,5,6,7,6,8
,23,7,6,6,6,7,6,5,6,5,7,4,5,6,5,5,6,6,8
,24,7,5,6,6,7,5,5,6,5,6,3,4,5,4,4,6,5,8
,Daily Max,10,10,10,10,10,9,10,10,9,10,10,8,9,8,8,10,10,10
2022-09-13,01,6,5,6,6,7,5,4,5,5,6,3,4,5,4,4,5,5,7
,02,6,5,5,6,6,4,4,5,4,5,3,4,4,3,4,5,5,6
,03,6,5,5,6,6,4,4,5,4,5,4,4,4,3,4,5,5,6
,04,6,5,5,5,5,4,5,5,4,5,4,4,4,3,4,4,4,5
,05,6,4,5,5,5,4,5,4,3,4,4,3,4,3,4,4,4,5
,06,5,4,5,4,5,4,4,4,3,4,3,3,3,3,3,4,4,5
,07,5,4,5,4,5,4,4,4,3,4,3,3,3,3,3,4,4,5
,08,5,4,5,4,5,4,4,4,4,5,3,3,3,3,3,4,4,5
,09,5,5,5,5,5,4,4,4,4,5,3,4,4,3,4,5,5,5
,10,6,5,5,5,5,5,5,5,5,6,4,4,5,4,5,5,5,5
,11,6,6,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6
,12,7,6,6,6,6,6,7,6,8,8,8,7,7,8,7,6,7,6
,13,8,7,7,6,8,7,8,6,9,9,9,8,8,9,8,6,7,7
,14,9,8,7,7,8,8,8,7,10,9,10,9,9,9,8,7,8,8
,15,10,9,8,8,9,9,10,8,10,10,10,9,9,9,8,8,9,8
,16,10,10,9,9,10,10,10,8,10,10,10,9,9,8,8,9,10,9
,17,10,10,10,10,10,10,10,9,10,10,10,8,10,8,8,10,10,10
,18,10,10,10,10,10,10,10,9,10,10,10,8,10,8,7,10,10,10
,19,10,10,10,10,10,10,10,9,10,10,9,8,10,8,6,10,10,10
,20,10,9,9,10,10,10,10,8,9,9,8,8,9,7,5,10,9,10
,21,10,8,9,9,10,9,8,8,8,8,6,7,8,6,5,9,9,10
,22,9,8,8,8,10,8,7,7,7,8,5,6,6,6,5,9,8,9
,23,9,8,8,8,10,8,6,6,6,8,5,5,5,5,5,9,8,9
,24,9,8,7,8,9,7,5,5,6,9,4,5,5,5,4,8,8,8
,Daily Max,10,10,10,10,10,10,10,9,10,10,10,9,10,9,8,10,10,10
2022-09-14,01,9,7,7,8,9,6,5,5,6,9,4,4,5,4,4,7,8,8
,02,8,6,7,6,8,6,5,5,6,7,6,4,4,4,4,6,7,8
,03,8,6,7,6,7,5,5,4,5,6,5,4,4,3,3,6,5,7
,04,6,5,6,6,7,5,5,4,5,6,4,4,4,3,3,6,6,6
,05,6,5,5,5,6,5,5,4,5,5,4,4,4,3,3,5,5,5
,06,6,5,5,5,5,5,5,5,4,5,3,4,4,3,3,4,5,4
,07,5,5,5,5,5,4,5,5,4,5,3,4,3,3,3,4,5,4
,08,5,5,5,5,5,4,5,5,4,5,3,4,4,4,3,5,5,4
,09,5,5,5,5,5,5,5,5,4,5,3,4,4,4,4,5,5,5
,10,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
,11,6,6,5,5,5,5,5,5,6,6,5,5,5,6,5,5,6,5
